fid,dim,iid,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_meta.costs_runtime,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_distr.costs_runtime,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,ela_level.costs_runtime,ela_local.n_loc_opt.abs,ela_local.n_loc_opt.rel,ela_local.best2mean_contr.orig,ela_local.best2mean_contr.ratio,ela_local.basin_sizes.avg_best,ela_local.basin_sizes.avg_non_best,ela_local.basin_sizes.avg_worst,ela_local.fun_evals.min,ela_local.fun_evals.lq,ela_local.fun_evals.mean,ela_local.fun_evals.median,ela_local.fun_evals.uq,ela_local.fun_evals.max,ela_local.fun_evals.sd,ela_local.additional_function_eval,ela_local.costs_runtime,ela_curv.grad_norm.min,ela_curv.grad_norm.lq,ela_curv.grad_norm.mean,ela_curv.grad_norm.med,ela_curv.grad_norm.uq,ela_curv.grad_norm.max,ela_curv.grad_norm.sd,ela_curv.grad_norm.nas,ela_curv.grad_scale.min,ela_curv.grad_scale.lq,ela_curv.grad_scale.mean,ela_curv.grad_scale.med,ela_curv.grad_scale.uq,ela_curv.grad_scale.max,ela_curv.grad_scale.sd,ela_curv.grad_scale.nas,ela_curv.hessian_cond.min,ela_curv.hessian_cond.lq,ela_curv.hessian_cond.mean,ela_curv.hessian_cond.med,ela_curv.hessian_cond.uq,ela_curv.hessian_cond.max,ela_curv.hessian_cond.sd,ela_curv.hessian_cond.nas,ela_curv.costs_fun_evals:,ela_curv.costs_runtime,ela_conv.conv_prob,ela_conv.lin_prob,ela_conv.lin_dev_orig,ela_conv.lin_dev_abs,ela_conv.additional_function_eval,ela_conv.costs_runtime,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,disp.costs_runtime,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,ic.costs_runtime,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,nbc.costs_runtime,pca.expl_var.cov_x,pca.expl_var.cor_x,pca.expl_var.cov_init,pca.expl_var.cor_init,pca.expl_var_PC1.cov_x,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init,pca.expl_var_PC1.cor_init,pca.costs_runtime,cm_angle.dist_ctr2best_mean,cm_angle.dist_ctr2best_sd,cm_angle.dist_ctr2worst_mean,cm_angle.dist_ctr2worst_sd,cm_angle.angle_mean,cm_angle.angle_sd,cm_angle.y_ratio_best2worst_mean,cm_angle.y_ratio_best2worst_sd,cm_angle.costs_runtime
1,2,1,0.31142024733997,97.55225602006297,0.6661874246434069,2.3755780879125226,3.565930547524383,0.30573626810251575,1.0,1.0000000000000004,1.0,0.012076,0.875349195892882,0.45384214619163155,1,0.018561,0.0998217468805704,0.0998217468805704,1.0,0.29025549613784907,0.17973856209150327,1.614876033057851,0.38027332144979203,0.16042780748663102,2.3703703703703702,0.253672,90,0.9,0.9999999999999979,0.18461538461538463,0.01746031746031746,0.011914323962516732,0.011111111111111112,9,9.0,10.17,9.0,12.0,12,1.470621390000592,1107,0.082268,1.0000000000000002,1.000000000000024,3.012460827362807,1.3086248733665082,2.445937056997409,32.309449319088216,4.994995810664073,0.0,1.0,1.0000000000000158,3.816864359846935,1.2210643983601805,2.7339358181449933,35.90670746559463,6.496542699836688,0.0,1.0000000000000002,1.000000000000018,5.329065180747525,1.4175947988097954,3.615934571245091,121.72687955903207,17.213786204310207,0.0,18200,0.276746,0.991,0.009,-5.4162156721169525,5.4162156721169525,1000,0.169848,0.15631426117884673,0.33631439041835726,0.3947518823252607,0.5124542878771935,0.15898057076943883,0.3515099454642375,0.3921768161823344,0.5266417326979931,-4.438540801301141,-3.4915792952486995,-3.1841458751734555,-2.564926057396859,-4.350308820065794,-3.354419536481929,-3.144063580102576,-2.448522083703786,0.002079,0.6773058465324626,1.1661661661661658,4.223044187206672,0.7257257257257255,0.336734693877551,0.137669,0.6547569091146631,0.7382357827642311,0.4416608769935816,0.31815771714020674,-0.3592829169382308,0.016969,1.0,1.0,0.3333333333333333,1.0,0.5221814356698217,0.5221812961330375,0.9217367830207662,0.5304812618609899,0.007031,1.6545727814971722,0.4185099933548645,1.6204789994714641,0.3389086468510245,156.86753657352276,16.768476598846448,0.40082545860666674,0.19244044254962545,0.049999
1,2,2,0.8789763390922073,434.72112877860076,5.8514102443742395,7.8709047552317,1.345129537413494,0.8800756986605328,1.0,1.0000000000000004,1.0,0.008727,0.5064085654798679,-0.6357052059435349,1,0.011445,0.05020796197266786,0.030303030303030304,1.6568627450980393,0.10041592394533572,0.05971479500891266,1.681592039800995,0.149435531788473,0.11913250148544265,1.2543640897755615,0.2319,90,0.9,0.9999999999999967,0.16312056737588654,0.016666666666666666,0.01224747474747475,0.011111111111111112,9,9.0,9.12,9.0,9.0,12,0.5908391567007972,1002,0.072102,1.0000000000000007,1.0000000000000797,3.9542898824052686,1.5883084341608416,3.800630790510957,24.601311845608326,5.524873051895527,0.0,1.0000000000000029,1.000000000000082,4.2205075020293705,1.5774984360057933,4.013015111525528,22.979725614291578,5.709993780632799,0.0,1.0000000000000013,1.00000000000005,9.57913087258859,1.923557081646614,4.512202535425389,196.83715276858294,29.959487932650383,0.0,18200,0.262455,0.99,0.01,-5.210324536110389,5.210324536110389,1000,0.167377,0.156474977836423,0.24507981685135463,0.3316958883761952,0.5303952316158587,0.15924640898991,0.25495416736777193,0.32081183619461945,0.5175396085268794,-4.441569659824385,-3.975022071617775,-3.5189463118837536,-2.472697592317995,-4.349932218459806,-3.8547547179697346,-3.514017076732444,-2.4961772669662867,0.002081,0.7473532338481723,1.2862862862862856,3.0583380323784315,0.7657657657657654,0.3979591836734694,0.139587,0.6015945858344613,0.6968538876854957,0.387110063904207,0.3524871853261098,-0.2450875847223407,0.01487,1.0,1.0,0.3333333333333333,0.6666666666666666,0.5591078071549386,0.5591077055899808,0.9876874873100472,0.6108454570003634,0.007103,1.5442622181401346,0.3205955124194307,1.5789667066724062,0.2638929122597937,142.83375812927034,29.102978962590157,0.29065072362676087,0.14582198028487087,0.049671
1,2,3,0.8072408129033379,-215.94655935820097,0.4884664929521538,7.47021581473297,15.293200091545874,0.8081218498994497,1.0,1.0000000000000016,1.0,0.009381,0.7927087979811933,-0.27061390184827605,1,0.002593,0.0998217468805704,0.0998217468805704,1.0,0.16963755199049316,0.12982768865121808,1.3066361556064072,0.10992275698158051,0.10011883541295306,1.0979228486646884,0.155173,90,0.9,1.0000000000000016,0.17073170731707318,0.011111111111111112,0.012388250319284798,0.011111111111111112,9,9.0,9.66,9.0,9.0,12,1.2489995996796794,1056,0.137976,1.0000000000000009,1.000000000000031,5.1553659638410485,1.513465099895723,3.370466573871791,94.16999665623993,13.428571936810844,0.0,1.0000000000000004,1.0000000000000555,3.7405412433667546,1.804958471647257,3.653535844596161,25.688432518737724,5.0656849067622,0.0,1.0000000000000002,1.000000000000019,10.648804991167426,1.5551543162704384,3.6481726003994726,253.34068935399665,38.901366298910524,0.0,18200,0.272364,0.993,0.007,-5.656763691951241,5.656763691951241,1000,0.166901,0.1221902022014662,0.31184966098487205,0.40466423107907296,0.5330581854679428,0.1246951465395167,0.35388133707613945,0.41307816520327095,0.5372368105302616,-4.619850478204033,-3.6216862476909304,-3.1332097723663668,-2.457481530246582,-4.5141258842603,-3.3321658952047963,-3.0268757633629115,-2.386564273703651,0.002079,0.7682254687628101,1.2462462462462456,2.6633327251749805,0.7657657657657654,0.40816326530612246,0.138823,0.7204447823983098,0.7346488431193762,0.5158266556157287,0.3224081561895714,-0.23755870016121938,0.017002,1.0,1.0,0.3333333333333333,0.6666666666666666,0.5334568168591695,0.5334143554115551,0.9836866766369181,0.6391352746697226,0.006949,1.4491658838740724,0.465482850982862,1.6492042205075366,0.2841862050766665,153.60712260987805,22.66377576160676,0.2991394577899585,0.1619239001581201,0.052012
1,2,4,0.4568387992977532,-133.31047999236606,0.5621733072909574,3.0528671795067397,5.430473378784424,0.4648418853896924,1.0,1.000000000000001,1.0,0.00909,0.9395728958952314,0.730135205250944,1,0.008705,0.0998217468805704,0.08972073677956031,1.1125827814569533,0.3205585264408794,0.12982768865121808,2.469107551487414,0.32085561497326204,0.19043374925727866,1.684867394695788,0.193428,90,0.9,1.000000000000003,0.20481927710843373,0.011111111111111112,0.012373737373737375,0.011111111111111112,9,9.0,10.08,9.0,12.0,12,1.4472544539732652,1098,0.079669,1.0000000000000002,1.0000000000000164,3.877768414587503,1.4816574967527247,4.032968633057021,47.304171925271056,7.465464940223392,0.0,1.0,1.0000000000000258,3.7159125721012725,1.6554729138003965,3.848488911828496,28.285085077798673,5.360991487204828,0.0,1.0000000000000004,1.0000000000000187,7.008513741938707,1.2231615889069933,2.2837186623517534,142.11377786478454,24.88492145524174,0.0,18200,0.27186,0.993,0.007,-5.367708992373652,5.367708992373652,1000,0.175403,0.11698469363051149,0.307194743996078,0.37742372340208014,0.5125785354681475,0.11764529754112663,0.3082641119062813,0.3741391789570163,0.5215618940764571,-4.645676922000166,-3.6449531124107932,-3.2754678424175587,-2.5643979585962398,-4.616134415479507,-3.618891394303561,-3.2742588295452952,-2.5030008909976154,0.002075,0.7424451477588068,1.1861861861861855,2.3193450592744274,0.7257257257257255,0.41836734693877553,0.1421,0.7661459780571468,0.7601646487170337,0.49696532786953224,0.31006072652399297,-0.295070294831131,0.0175,1.0,1.0,0.3333333333333333,1.0,0.5132182396276574,0.513161858638235,0.9336993177683379,0.564357445458918,0.006867,1.6130749088721872,0.4305383043197739,1.6519183087138225,0.35790659984334167,142.95717555844863,21.811118475428724,0.33137841302562476,0.16928941545755788,0.050779
1,2,5,0.7990174065996628,4.894321971137562,1.2927634639327708,7.166218139051584,5.543332820724162,0.7972485457803494,1.0,1.0000000000000024,1.0,0.008439,0.8360609325197711,-0.032236462860512294,1,0.00609,0.0998217468805704,0.0398098633392751,2.507462686567164,0.20915032679738563,0.09922756981580512,2.1077844311377243,0.13992869875222816,0.12002376708259062,1.1658415841584158,0.233118,90,0.9,1.0000000000000004,0.15,0.012037037037037035,0.012393162393162393,0.011111111111111112,9,9.0,9.57,9.0,9.0,12,1.182831733210988,1047,0.078969,1.0,1.0000000000000058,3.90213281991249,1.3114976041853734,3.1319812479983975,43.00279892867783,7.264294752057353,0.0,1.0,1.0000000000000084,6.57134585164776,1.4208663971025683,4.278475216415043,76.57018989945445,14.757572661715919,0.0,1.0,1.0000000000000064,4.693543398232853,1.485119765807729,3.453012348705444,59.711149810317956,9.659125427394152,0.0,18200,0.260765,0.994,0.006,-5.608420531626429,5.608420531626429,1000,0.167877,0.21725520470966206,0.23280483630768847,0.36453721578276044,0.5218026286431358,0.21942705488811573,0.22706955068401027,0.3831879258142055,0.5217128121907872,-4.117216591097012,-4.035425946705574,-3.3425171702782897,-2.5153053243096584,-4.065154307403262,-4.0253528706527995,-3.212302291460174,-2.4908770331768597,0.001978,0.7933754218134006,1.2462462462462456,2.603339243239814,0.6056056056056053,0.47959183673469385,0.138645,0.7261130682853961,0.7381854940721766,0.6058116183710781,0.31461108769395063,-0.2347143538070111,0.013591,1.0,1.0,0.3333333333333333,0.6666666666666666,0.5118269470602624,0.511808455834839,0.9822427208794736,0.6297789545073215,0.006929,1.6793734102076159,0.3968254304210065,1.76984735829594,0.24199781882069535,158.52141344299812,19.203400511850266,0.28497324750310593,0.16604949577251107,0.051483
2,2,1,0.08876362600212617,8400789.43624954,192338.73122876824,834575.0794069237,4.339090073409488,0.10444393690176745,0.9978999297402357,146.68881837347396,0.9981162277602224,0.008368,0.7527335116431233,-0.5835044494253214,1,0.002477,0.0998217468805704,0.0998217468805704,1.0,0.24985145573380865,0.14973262032085563,1.6686507936507933,0.44979203802733214,0.10041592394533572,4.479289940828402,0.159113,90,0.9,1.0002693668717815,0.027659293219618533,0.011111111111111112,0.012359550561797755,0.011111111111111112,27,79.5,98.22,108.0,120.0,192,37.56599042170506,9912,0.474658,13388.690556924053,388010.7030853265,2198786.013642493,1012725.3350037646,1645825.5477540488,22087594.166058283,3949124.099613549,0.0,6153.81148027962,463698.38486416085,4287614.05292596,1003227.1261441731,2238882.5513094086,137019634.37558258,15218882.912581176,0.0,24839.00575054366,398447.6660889544,12315972.873116456,982967.2439019642,3189489.6815036596,419785361.7958043,59050193.07069332,0.0,18200,0.267729,0.908,0.007,-3005113.9071768103,3015491.8470875546,1000,0.166573,0.800103323686367,0.6703540666112143,0.7016362173059776,0.654798202576571,0.8162447496104366,0.5831097828620533,0.661953515498324,0.5976631222597378,-1.048181237938051,-1.7285364064711897,-1.564504847541436,-1.8101053706066708,-0.9444875537049091,-2.1427829708994865,-1.7375323780335714,-2.067979949506542,0.00206,0.6972357242982583,6.931931931931931,1483102.5143361029,6.37137137137137,0.3673469387755102,0.180055,0.44681823688084266,0.6922596519267449,0.32216616481030336,0.33705810703164807,-0.30170581515784634,0.015532,1.0,1.0,0.3333333333333333,1.0,0.5304739208581033,0.5304731705610971,0.9999999999997312,0.45080046834371434,0.006979,1.366529615856702,0.5759734295011475,1.6836300441040697,0.38129765952033523,138.73110030564465,28.484712539070852,0.4692944169866313,0.28446340212859766,0.04965
2,2,2,0.8128002863994149,14134369.218672656,89323.74507462645,4720991.707727667,52.85259483671968,0.8153740237970164,0.9983903914601694,100.0713510754565,0.9991142304704035,0.01542,0.9230588275397283,-0.45228979158267313,1,0.002716,0.0998217468805704,0.08972073677956031,1.1125827814569533,0.26054664289958407,0.050505050505050504,5.158823529411765,0.01990493166963755,0.0398098633392751,0.5,0.210889,90,0.9,1.0000432366590923,0.03053390794972895,0.03333333333333333,0.012109862671660424,0.011111111111111112,30,92.25,102.06,105.0,120.0,213,32.62731705460653,10296,0.5074,14641.22755411914,292284.73770929023,20680709.391982917,867785.601236668,2912934.196644302,989882240.1243129,124756905.96805783,0.0,9796.109474677876,408188.5942713314,9209848.254912347,1057217.493825426,2246547.506176053,313787229.1355531,44179644.54013638,0.0,76452.85232456375,475754.22946937534,5202806.77800961,1206393.9043824826,3537274.7064380413,208795483.41054615,21081956.382562883,0.0,18200,0.266322,0.942,0.006,-2443646.109559536,2446423.645188999,1000,0.166207,0.11353971147566068,0.5864614749224567,0.5805478904204453,0.7539505822327321,0.11558930768190279,0.46095218640043306,0.5494492084455855,0.678852891948293,-4.658949249620896,-2.1734250547270317,-2.204504946781846,-1.2931563490393136,-4.5657570975987305,-2.7828263523549657,-2.325961787025085,-1.657917187904156,0.002114,0.6783458108385262,7.1321321321321305,1553070.5739334584,6.331331331331331,0.45918367346938777,0.176769,0.40839052611740956,0.6691501006716604,0.31444468058043834,0.3404355452606041,-0.1828348495328146,0.017905,1.0,1.0,0.3333333333333333,0.6666666666666666,0.5417555431339791,0.5417542388590625,0.9999999999999569,0.6401009497049502,0.007061,1.6887465788759033,0.24652681387809788,1.5940439268761268,0.21631500627980998,135.86623977393538,27.658841045841765,0.33232744716334506,0.22508817857726873,0.051045
2,2,3,0.8861633637125415,20158085.625420976,298878.93287787336,6761609.198203825,22.623237887986992,0.8910497463467467,0.9976255114716439,119.67975639118748,0.9980546909158435,0.00864,0.8591754656060613,-0.4265822612252581,1,0.007718,0.10992275698158051,0.0398098633392751,2.7611940298507465,0.030005941770647655,0.0398098633392751,0.7537313432835822,0.0,0.010101010101010102,0.0,0.194287,90,0.9,1.0001890461668717,0.03278347575863573,0.011111111111111112,0.012359550561797755,0.011111111111111112,36,92.25,106.44,114.0,126.0,183,33.856595973444975,10734,0.513509,10987.326242582207,366407.98277436045,2525921.3039943464,1228385.285432241,2879887.948932472,29314471.729477596,3833297.435503523,0.0,1993.2552858451975,670932.4909950399,14453051.995814282,1528902.477484326,2893248.7269442724,457910478.46714234,65617525.12683813,0.0,15387.823508635609,480585.0709653719,5685830.442793621,1449153.2672169604,4295524.824433805,89114351.32487063,12996753.375848902,0.0,18200,0.268204,0.949,0.011,-2722615.2487567393,2724255.3968284163,1000,0.167163,0.055545975554301116,0.5062943850801609,0.6883027894909319,0.7498690201369795,0.05720073738789461,0.5954394197841063,0.7609819186414291,0.6946722615657542,-4.945942896007186,-2.5854511872769628,-1.6323045528101483,-1.309892817335283,-4.794446554761362,-2.057324562001036,-1.2154861189860222,-1.5526926904390557,0.002059,0.6579638945497683,7.292292292292291,1783410.2207100063,6.35135135135135,0.3469387755102041,0.175842,0.5126013452181912,0.6817262508367317,0.4272210168602365,0.34529242635213186,-0.20916923959470163,0.014094,1.0,1.0,0.3333333333333333,0.6666666666666666,0.574441077253107,0.5744385107504947,0.9999999999999782,0.6577761574364129,0.006862,1.4095595028692478,0.5176208341935372,1.8484870321537201,0.2953811377490521,147.75959274189964,34.855839632284585,0.2931009492258403,0.2332960820412305,0.050582
2,2,4,0.7465354666653383,14298437.468154814,252952.96240338965,4917016.866593831,19.438463261610497,0.7443816431356823,0.9971781131531197,95.49023333199592,0.9988828393986596,0.009209,1.1782654818818896,0.1991105895486931,1,0.002612,0.0998217468805704,0.0499108734402852,2.0,0.28936423054070115,0.10962566844919786,2.639566395663957,0.01990493166963755,0.030005941770647655,0.6633663366336633,0.186109,90,0.9,0.9998995273554816,0.06475522307121857,0.011111111111111112,0.012359550561797755,0.011111111111111112,27,51.0,95.34,108.0,120.75,183,37.558632950240735,9624,0.460018,9873.627537498602,327725.21205738786,6909912.434426481,1024116.796298401,2262246.3119943524,264854824.34053248,28857556.3171664,0.0,44809.06231775056,499038.5218751957,6907933.791340296,1824107.1517167985,5187546.503672006,251196335.70228672,25681775.137381673,0.0,31007.08817708985,743515.5898583122,3392445.8992053703,1493302.2312693277,2283533.1279066894,73394726.14861605,7946353.126747542,0.0,18200,0.266629,0.916,0.01,-3191962.233771708,3206365.971942966,1000,0.168882,1.0289527619990693,0.777773878787433,0.7122245690315252,0.6912689219386055,1.0447409367422396,0.8227129195790481,0.6214534155692513,0.6231282945982498,0.15198219589892048,-1.1665351267375232,-1.5106241651747423,-1.6206269780934943,0.23131010857166778,-0.916572088259584,-1.9570813201468895,-1.9484222155717208,0.002043,0.6924296076704387,7.212212212212211,1124737.1783647507,6.331331331331331,0.3673469387755102,0.176109,0.4256446245689532,0.705639559601246,0.28947188063010165,0.31045510100530016,-0.2070319567055916,0.015653,1.0,1.0,0.3333333333333333,0.6666666666666666,0.5145885184440123,0.5145873809686947,0.9999999999999616,0.6238171405257332,0.007075,1.6135547059529263,0.4321510084375268,1.5804450122599478,0.2512654529438317,149.6475666725634,24.88927246778396,0.30471600390317516,0.2318273433345687,0.050385
2,2,5,0.9018553241132042,24096536.43736624,56738.1523725689,7961142.522602377,140.31374286434004,0.9015960601158627,0.994167217499575,25.225713046012903,0.9957003528488193,0.00848,0.6985912051782391,-0.991877410492902,2,0.002477,0.13012477718360071,0.06001188354129531,2.168316831683168,0.04040404040404041,0.0,inf,0.00980392156862745,0.010101010101010102,0.9705882352941175,0.224678,90,0.9,1.0006274070262142,0.032117705670336276,0.011111111111111112,0.012359550561797755,0.011111111111111112,33,59.25,98.64,108.0,120.75,198,38.49269115984582,9954,0.479466,40481.2560825996,687746.7987947509,5147161.822002727,1467396.9741082403,4394446.279488309,54790494.262839094,8607588.123929443,0.0,111152.37697169372,661368.5390521317,8796054.125089636,1443913.5077756299,2844482.1795469904,258418291.58192632,36856624.36353562,0.0,14433.785544633018,756132.9638927631,8899619.052031357,1320228.2553906166,4985277.086172849,285447573.94225794,31938892.052333612,0.0,18200,0.271727,0.82,0.003,-2734525.217747204,3042643.999217656,1000,0.180441,0.08982755006786819,0.8263047805687582,0.6629634796401541,0.6266207698098313,0.09144062835916354,1.0318956278271734,0.40227621681943476,0.5779730540914687,-4.7850535325109185,-0.9131686235742444,-1.7719035469084177,-1.962968231482833,-4.692310912679495,0.16472693716198172,-3.086981344456342,-2.1795841917904153,0.002145,0.7055638840147408,7.212212212212211,3560832.5526292743,6.631631631631631,0.42857142857142855,0.176568,0.3611938833082354,0.6535140380767279,0.3264780506741973,0.3585109941033329,-0.1579344933726554,0.016369,1.0,1.0,0.3333333333333333,0.6666666666666666,0.501410035822555,0.5004997633313116,0.9999999999999846,0.6502307045923819,0.007125,1.5615891425517598,0.4565418079969577,1.7591737669468595,0.35799445221862153,123.62775326396665,20.265504629436467,0.28284119788208945,0.19949574005394374,0.051834
